Validation,ID,Submission,interwiever_name,type_interview,donor,pdmtype,office,unique_number,not_loc,ben_det_oblast,ben_det_raion,ben_det_hromada,gps_coordinates,not_mpca,not_cash_for_rent,not_cash_for_repair,agree_interviewed,age,sex,status_person,how_many_family,family,did_receive_cash,did_receive_cash_no,cash_repair_type,cash_repair_type_other,register_receive,register_receive_other,assistance_delivered,assistance_delivered_other,satisfied_process,satisfied_process_no,satisfied_cash_amount,how_much_money,how_much_money_yes,time_registered_assistance,experience_problems,experience_problems_yes,assistance_delivered_other_001,know_people_needing,know_people_needing_yes,organization_provide_information,better_inform_distribution,better_inform_distribution_other,rate_quality_assistance,rate_quality_assistance_dis,sectors_cash_assistance,sectors_cash_assistance_other,sectors_cash_assistance_food,sectors_cash_assistance_clothing,sectors_cash_assistance_utilities_heating,sectors_cash_assistance_healthcare,sectors_cash_assistance_hygiene_items,receive_additional,rent_benefit,rent_benefit_no,access_adequate_housing,improve_living,improve_living_other,spent_cash_assistance,spent_cash_assistance_yes,spent_cash_assistance_rent,money_received,money_received_other,assistance_enough,assistance_enough_no,assistance_other_repairs,assistance_other_repairs_yes,assistance_other_repairs_rate,brochure_provided,basic_needs_priorities,living_conditions_interventions,living_conditions_interventions_no,who_assisted,who_assisted_other,issues_regarding_repaired,issues_regarding_repaired_yes,shelter_assistance_return,shelter_assistance_return_no,planning_staying_repaired,planning_staying_repaired_other,planning_staying_repaired_no,square_metres,dwelling_water_proof,access_running_water,access_hot_water,access_washing_facilities,access_sanitation_facilities,access_heating,property_draft_proofing,property_adequately_insulated,property_double_glazed_windows,formal_agreement_landlord,access_external_locked,access-private_space,current_living_space,household_currently_have_clothing,two_weeks_household,receive_shelter_assistance,receive_shelter_assistance_no,needs_community_currently,needs_community_currently_other,any_member_household,any_member_household_yes,provide_someone_commission,provide_someone_commission_yes,provide_someone_commission_yes_other,feel_safe_travelling,feel_safe_travelling_bad,feel_treated_respect,know_address_suggestions,know_address_suggestions_yes,know_address_suggestions_yes_ndnp,know_address_suggestions_yes_ndnp_other,know_address_suggestions_no,know_address_suggestions_no_other,submitted_feedback_complaint,feedback_reporting_channels,feedback_reporting_channels_other,comment,not_thank
,484030853,9/26/2023 12:26:36 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,507417929,,khersonska,khersonskyi,khersonska_2,,,,,yes,51,female,yescap,2,2,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smwi,,yes,,no,,,no,,piym,,wacd,,no,,no,У квартиріще не можливо мешкати,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484028799,9/26/2023 12:21:45 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,954670428,,khersonska,khersonskyi,,,,,,yes,57,female,yescap,4,4,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,ndnr,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ремонт стін,yes,,no,,,no,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphe | other,Ремонтні роботи,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484024783,9/26/2023 12:14:30 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,996611004,,khersonska,khersonskyi,,,,,,yes,40,female,yesidp,6,6,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,no,,,other,Ремонт ванної кімнати.,no,Нам потрібно відремонтувати будинок повністю.,no,,,no,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdw | tphe | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbe,,,
,484023943,9/26/2023 12:12:41 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,664118058,,khersonska,khersonskyi,khersonska_2,,,,,yes,70,male,yescap,5,5,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smwi,,yes,,no,,,no,,piym,,wacd,,no,,no,Там зараз не можливо мешкати,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484020756,9/26/2023 12:06:31 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,502009140,,khersonska,khersonskyi,,,,,,yes,49,female,yesidp,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ремонт стін,yes,,no,,,dnb,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tphi | tphe,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484019086,9/26/2023 12:02:41 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,501479096,,khersonska,khersonskyi,khersonska_2,,,,,yes,70,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,"поки ще нерозпочинали ремонт, чекаємо комісію",yes,,no,,,no,,pina,,wanb,,no,,,,other,вимушені були виїхати до іншої оселі,,,,,,,,,,,,,,,,,,rsca,,tpre | tput | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484018485,9/26/2023 12:01:28 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,661199763,,khersonska,khersonskyi,khersonska_2,,,,,yes,73,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Прибрали гниль,no,все дуже дорого,no,,,no,,piym,,wacd,,no,,no,Будинок зараз не пригоден до мешкання,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484017822,9/26/2023 11:59:58 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,668233563,,khersonska,khersonskyi,,,,,,yes,60,female,yesidp,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trfw,no,,,ndna,,yes,dbad,,rtvs,,,,,,,,,,,,,,,yes,,,other,"На ліки, їжу, одяг.",no,"Високі ціни на товари першої необхідності. Мій будинок затопило, я залишилась без речей. Довелось все купувати.",yes,"На ліки, їжу, одяг.",rtvs,dnb,,pidk,,wanb,,no,,,,other,"Я хочу повернутись в свій будинок та відремонтувати його, проте не знаю чи вдасться.",,,,,,,,,,,,,,,,,,rsca,,tpfo | tphs | other,Житло.,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484008713,9/26/2023 11:41:29 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,951597639,,khersonska,khersonskyi,khersonska_2,,,,,yes,65,male,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,no,,,other,"ремонт поки ще не розпочинали, вимушені були виїхати",yes,,no,,,no,,pina,,wanb,,no,,,,other,"вимушені були виїхати, тимчасово мешкає в м. Одесса",,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484004500,9/26/2023 11:33:54 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,995546007,,khersonska,khersonskyi,khersonska_2,,,,,yes,57,female,yescap,3,3,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,yes,,no,,,no,,piys,,wacd,,no,,no,Зараз там не можливо жити,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,483999091,9/26/2023 11:21:02 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,662666127,,khersonska,khersonskyi,khersonska_2,,,,,yes,78,female,yescap,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,ndnr,,yes,dbad,,rtvs,,,,,,,,,,,,,,,no,,,other,"кошти ще не витрачені, знаходяться на рахунку. ремонт ще не розпочинали так як наразі там проходять бойові дії",yes,,no,,,no,,pina,,other,ремонт ще не розпочинали так як наразі там проходять бойові дії,no,,,,other,"родина вимушена була виїхати, тимчасово мешкає в Миколаєві",,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,483998634,9/26/2023 11:19:49 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,956017529,,khersonska,khersonskyi,khersonska_2,,,,,yes,50,female,yescap,5,5,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,yes,,no,,,no,,piym,,wacd,,no,,yes,,no,,Поки там не можливо жити,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,483993285,9/26/2023 11:05:47 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,506624156,,khersonska,khersonskyi,khersonska_2,,,,,yes,40,male,yescap,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trow,no,,,ndna,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,yes,,,other,"будівельні матеріали, їжа",yes,,yes,їжа,rtsi,dnb,,piys,,other,частково сам робив та будівник,no,,,,other,тимчасово мешкає в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,483992839,9/26/2023 11:04:51 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,995248040,,khersonska,khersonskyi,khersonska_2,,,,,yes,56,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Дезінфекція. дошки,yes,,no,,,no,,piys,,wacd,,no,,no,Все буже мокро,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,483978456,9/26/2023 10:26:03 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,996184671,,khersonska,khersonskyi,khersonska_2,,,,,yes,44,male,yescap,4,4,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,ndnr,,yes,dbad,,rtvs,,,,,,,,,,,,,,,no,,,other,"пекритя даху, перетяжка матеріалами вікна",yes,,no,,,dnb,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,483976710,9/26/2023 10:21:06 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,992219623,,mykolaivska,mykolaivskyi,,,,,,yes,47,female,yesidp,2,2,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trow,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,yes,,,other,"На те, щоб зібрати сина до школи",yes,,yes,"На те, щоб зібрати сина до школи",rtsi,dnb,,pina,,wanb,,no,,,,other,Зараз там не проживаємо. Не знаємо чи зможемо повернутись.,,,,,,,,,,,,,,,,,,rsmk,,tpdk,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,479299976,9/14/2023 11:01:14 AM,Марина,remote,PF,carep,lviv,677907709,,lvivska,zolochivskyi,,,,,,yes,87,female,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trow,no,,,ndnr,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smwi,,yes,,no,,,dnb,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphe | tphs | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,479298340,9/14/2023 10:56:30 AM,Марина,remote,PF,carep,lviv,676728283,,lvivska,zolochivskyi,,,,,,yes,69,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trow,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Піч.,no,"Пошкоджень дуже багато, не вистачить наданих коштів.",no,,,dnb,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpfo | tphe | tphs,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,479295286,9/14/2023 10:47:55 AM,Марина,remote,PF,carep,lviv,671778950,,lvivska,zolochivskyi,,,,,,yes,47,female,yescap,4,4,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trow,no,,,nddk,,no,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,"Вікна, двері, тріщини в стінах.",yes,,no,,,dnb,,piyf,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbe,,,
,479292075,9/14/2023 10:40:44 AM,Марина,remote,PF,carep,lviv,677082912,,lvivska,zolochivskyi,,,,,,yes,41,female,yescap,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trow,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,no,"В нашій квартирі потрібно повністю робити ремонт та придбати нову побутову техніку, бо після вибуху все пошкоджене.",no,,,dnb,,piyf,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tput | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,,
,479286916,9/14/2023 10:27:33 AM,Марина,remote,PF,carep,lviv,984013341,,lvivska,zolochivskyi,,,,,,yes,67,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trow,no,,,nddk,,no,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,"Ще нічого не робили. В нас будинок ще не придатний для життя. В ньому немає ні даху, ні останнього поверху, стіни потріскані.",no,Дуже великі пошкодження в домі.,no,,,no,,piym,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpfo | tphs | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,479283440,9/14/2023 10:18:41 AM,Марина,remote,PF,carep,lviv,671706534,,lvivska,zolochivskyi,,,,,,yes,59,male,yescap,9,8,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,"Ще нічого не робили, бо немає даху.",no,Будинок сильно пошкоджений дуже багато коштів потріно для повного ремонту.,no,,,dnb,,piys,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphe | tput | other,Ремонтні роботи по квартирах.,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,479279062,9/14/2023 10:08:18 AM,Марина,remote,PF,carep,lviv,673928502,,lvivska,zolochivskyi,,,,,,yes,74,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,no,В нас зруйновані всі стіни в квартирі та немає стелі.,no,,,no,,piys,,wacd,,no,,no,Будинок ще не придатний для проживання.,yes,,,,,,,,,,,,,,,,,,,rsca,,other,Ремонтні роботи по квартирах.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,479276167,9/14/2023 9:59:46 AM,Марина,remote,PF,carep,lviv,669004562,,lvivska,zolochivskyi,,,,,,yes,71,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,yes,,no,,,no,,piyf,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tput | other,Бомбосховище відновити.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,479269330,9/14/2023 9:42:47 AM,Марина,remote,PF,carep,lviv,637828362,,lvivska,zolochivskyi,,,,,,yes,57,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,smwi,,no,В квартирі необхідно робити багато ремонтних робіт.,no,,,dnb,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tput | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,479265355,9/14/2023 9:32:37 AM,Марина,remote,PF,carep,lviv,972496048,,lvivska,zolochivskyi,,,,,,yes,60,female,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,no,Витрати значно перевищили суму отриманої допомоги.,no,,,no,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,other,Ремонтні роботи в квартирах.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,,
,479261409,9/14/2023 9:23:23 AM,Марина,remote,PF,carep,lviv,975375684,,lvivska,zolochivskyi,,,,,,yes,75,female,yesidp,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,yes,,no,,,dnb,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpfo | tphe | tput,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,479257135,9/14/2023 9:12:08 AM,Марина,remote,PF,carep,lviv,503702911,,lvivska,zolochivskyi,,,,,,yes,41,male,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще нічого не робили. Чекаємо доки в будинку відремонтують дах та замінять вікна.,no,В квартирі потрібно повністю робити ремонт. Тих грошей не вистачить.,no,,,dnb,,pidk,,wacd,,no,,no,Ремонт триватиме ще дуже довго.,yes,,,,,,,,,,,,,,,,,,,rsmc,,other,Будівельні матеріали та ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,479107045,9/13/2023 7:18:03 PM,Марина,remote,PF,carep,lviv,672845158,,lvivska,zolochivskyi,,,,,,yes,47,female,yescap,1,1,yes,,rphr,,rros,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще нічого  не робили.,no,"В нашій квартирі нічого не залишилось, все постраждало. Необхідно робити повний ремонт та купувати меблі.",no,,,no,,piys,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbe,,,
,479104400,9/13/2023 7:10:28 PM,Марина,remote,PF,carep,lviv,677224440,,lvivska,zolochivskyi,,,,,,yes,50,female,yescap,1,1,yes,,rphr,,rrip,,asbc,,ndyl,,yes,no,,trow,no,,,ndnn,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,other,"Ще не витратили, бо будинок зараз не придатний для житла. На даний момент там проводять ремонт даху та стін.",yes,,no,,,dnb,,pidk,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpre,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,,
,479100869,9/13/2023 7:01:59 PM,Марина,remote,PF,carep,lviv,675263132,,lvivska,zolochivskyi,,,,,,yes,31,female,yescap,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,yes,,no,,,no,,piym,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphi | tpcs | tphe,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,На момент опитування бенефіціар із необхідних ремонтних робіт відремонтував лише двері. Навесні проводитимуться роботи з ремонту стін та електропроводки.,
,479096006,9/13/2023 6:50:56 PM,Марина,remote,PF,carep,lviv,672948272,,lvivska,zolochivskyi,,,,,,yes,54,female,yescap,0,,yes,,rphr,,rrip,,asbc,,ndyl,,yes,no,,trow,no,,,nddk,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,Оздоблювальні роботи.,no,"У моєму житлі багато пошкоджень. Була потреба замінити вікна, відремонтувати стіни та двері.",no,,,no,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcna,,rcyc,no,,,,nkhb,,,cnbe,,,
,479092223,9/13/2023 6:42:18 PM,Марина,remote,PF,carep,lviv,987302266,,lvivska,zolochivskyi,,,,,,yes,62,female,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trow,no,,,ndyf,Сусіди не встигли зареєструватися.,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,smwi,,no,Потрібно ремонтувати дах.,no,,,dnb,,piys,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tphe,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,"Бенефіціар проживає в будинку, в якому пошкоджений дах. Ремонтні роботи проводитимуться навесні. Немає можливості переїхати в інше житло на зимовий період.",
,479084969,9/13/2023 6:27:25 PM,Марина,remote,PF,carep,lviv,987798705,,lvivska,zolochivskyi,,,,,,yes,78,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyf,,yes,yes,rets,trhw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,no,Потрібні були додатвокі кошти на вікна.,no,,,no,,piys,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,479082019,9/13/2023 6:19:46 PM,Марина,remote,PF,carep,lviv,677559529,,lvivska,zolochivskyi,,,,,,yes,60,female,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,no,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,yes,,no,,,dnb,,piym,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,other,Ремонтні роботи в квартирах.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,479079418,9/13/2023 6:13:56 PM,Марина,remote,PF,carep,lviv,975514427,,lvivska,zolochivskyi,,,,,,yes,70,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smro,,yes,,no,,,dnb,,piyf,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphe | tpsp | other,Ремонтні роботи.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,,
,479068316,9/13/2023 5:53:19 PM,Марина,remote,PF,carep,lviv,671067853,,lvivska,zolochivskyi,,,,,,yes,0,female,yescap,,,no,"Ствержує, що Не отримувала допомогу.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,479065466,9/13/2023 5:48:20 PM,Марина,remote,PF,carep,lviv,984332869,,lvivska,zolochivskyi,,,,,,yes,52,female,yescap,2,2,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,no,,,smdi,,no,Не вистачило грошей на вікна.,no,,,yes,,piyf,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,,
,479064429,9/13/2023 5:46:36 PM,Тетяна,remote,PF,carep,lviv,677129102,,lvivska,lvivskyi,lvivska_2,,,,,yes,60,male,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trhw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,"місцева влада проводить ремонтні роботи будинку, після чого розпочну внутрішні роботи в квартирі",yes,,no,,,dnb,,pidk,,wanb,,no,,,,other,"місцева влада проводить ремонтні роботи будинку, тимчасово мешкає в іншій оселі",,,,,,,,,,,,,,,,,,rsca,,tpre | tput | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,"Бенефіціар просив залишити відгук вдячності всій команді DRC, яку він отримав, для нього це було дуже важливо та своєчасно",
,479055806,9/13/2023 5:32:05 PM,Тетяна,remote,PF,carep,lviv,677518568,,lvivska,lvivskyi,lvivska_2,,,,,yes,74,female,yescap,0,,yes,,rphr,,rrip,,asbc,,ndyl,,yes,yes,rets,trhw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,no,,,other,"відновлення комунікацій, придбання побутових речей для ванної кімнати",no,"ціни дорогі, частково покриває витрати",no,,,no,,piys,,wacd,,no,,no,"в будинку тривають ремонтні роботи, мешкаю в іншій оселі",other,"в будинку тривають ремонтні роботи, мешкаю в іншій оселі",,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,479052132,9/13/2023 5:25:00 PM,Тетяна,remote,PF,carep,lviv,972635221,,lvivska,lvivskyi,lvivska_2,,,,,yes,62,male,yescap,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trhw,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,no,,,other,"тривають ремонтні роботи будинку, лише поті будем використовувати кошті на внутрішній ремонт квартири",yes,,no,,,dnb,,pina,,wanb,,no,,,,other,"будинок аварійний, тривають ремонті роботи, мешкає в ншій оселі",,,,,,,,,,,,,,,,,,rsca,,tpre | tpla | tptr,,no,,no,,,rcyc,,rcyc,yes,pvyf,,,,,smyc,cnbe,,,
